NIM,Program Studi,Sebutkan kategori jenis pekerjaan yang Anda lakukan di tempat bekerja!,Jelaskan tugas-tugas utama dalam pekerjaan Anda saat ini?,Apakah pekerjaan yang Anda lakukan di tempat bekerja sesuai dengan bidang keilmuan?,Seberapa erat hubungan bidang studi dengan pekerjaan Anda?,Seberapa besar program studi Anda bermanfaat untuk hal-hal di bawah ini? [pembelajaran yang berkelanjutan dalam pekerjaan],Bidang usaha bekerja,Organisasi apa yang paling aktif Anda ikuti selama menjalani perkuliahan? (nama organisasi),IP,Sebutkan jenis kegiatan di organisasi yang aktif diikuti yang membantu mengasah kemampuan/skill Anda!,Seberapa besar program studi Anda bermanfaat untuk hal-hal di bawah ini? [memulai pekerjaan]
12916013,Oseanografi,Staf khusus,Mengolah dan menganalisis data ,tidak,item3,4,M,Tutor Asrama ITB,3.34,"Kepanitiaan Acara Bulanan, Pengurus inti",4
12916015,Oseanografi,Analisa Sistem,Data Analis ,tidak,,2,Q,Organisasi Di Luar ITB ,2.67,Bertemu Orang Banyak dan Menjadikan Banyak Kenalan ,2
12916020,Oseanografi,Internal Control,"â—	Improve the warehouse recording system. Previously, warehouse records were carried out using stock cards and written manually, now warehouse records are carried out using Google spreadsheets, making it easier to analyze and monitor goods in the warehouse, and can be viewed online.
â—	Analyze and query sales data by region, type of goods, and potential expansion of sales areas to get insights, then present it to the marketing team to determine business strategies to increase sales targets
â—	Organize and create Standard Operating Procedures (SOP) for each division, with the aim of more effective and efficient inter-divisional performance
â—	Determination of Organizational Structure, identify Job Description, determination of Work Targets for each Division, Preparation of Work Forms and Documents, Identify Company Opportunities and Risks
â—	Manage website and social media to increase engagement, marketing, and sales such as Instagram, Facebook Page, and Linkedin Page
",tidak,,5,S,Himpunan Mahasiswa Oseanografi ITB,3.02,Publikasi dan Dokumentasi Acara,5
12916021,Oseanografi,Bidang data dan layanan digital,"1. Mendefinisikan dan mengidentifikasi permasalahan kualitas data tabular dan data geospasial serta menentukan objektif analisis kualitas data;
2. Mengidentifikasi dan menyusun kebutuhan data tabular dan data geospasial;
3. Melakukan pengukuran dan analisis kualitas data berdasarkan standarisasi kualitas data yang berlaku;
4. Memberikan rekomendasi data tabular dan data geospasial yang harus diproduksi dan diperbaiki berdasarkan hasil analisis kualitas data;
5. Menyusun dan mengembangkan struktur tabel dan tipe data variabel pada lembar kerja sesuai dengan standardisasi yang sudah ditentukan dan melakukan pengolahan, penyeragaman, dan pembersihan data;
6. Mengkompilasi dan mengunggah dataset ke dalam aplikasi portal data;
7. Melakukan pengembangan wawasan dan berbagi pengetahuan perkembangan teknik dasar pengolahan data serta menyusun dan mengelola paparan dan dokumen teknis terkait hasil riset dan hasil pengolahan data yang sudah dikerjakan untuk mendukung manajemen pengetahuan;",tidak,,4,J,"Himpunan Mahasiswa Oseanografi ""TRITON"" ITB",3.26,"Musyawarah Kerja, Pendidikan Dasar, dan Forum Himpunan lainnya",5
12916024,Oseanografi,"Logistik, operational, supply chain",,tidak,,2,S,Himpunan Mahasiswa Oseanografi,3.05,"Pemilu Kahim, Poseidon (acara tahunan), Badan Pengurus",2
12916026,Oseanografi,Relationship Manager,Membangun relasi dengan client dan membentuk hubungan dengan client potensial,tidak,item5,1,K,Radio Kampus ITB,3.33,Radio Kampus ITB,1
12916027,Oseanografi,Hydrographer ,,ya,item3,5,S,HMO â€œTRITONâ€ ITB ,3.03,Organisasi ,5
12916028,Oseanografi,Tenaga Profesional (Bidang IT),"1. Melakukan pengembangan perangkat lunak android untuk gadget (handphone)
2. Proses maintenace bugs atau masalah pada aplikasi yang sudah ada/berjalan",tidak,item5,2,P,Himpunan Mahasiswa Oseanografi TRITON,3.09,Kegiatan kaderisasi. menjalankan program kerja tahunan,2
12916029,Oseanografi,"Bussiness, project management","as secertary at Project Management Unit, as Product Specialist at Bussiness Development Unit",ya,item3,5,S,KOKESMA,3.52,Pakdumaru,5
12916030,Oseanografi,Design,"Melakukan UX Research, mendesign UI untuk mobile app, website, dan dashboard, membuat deisgn system.",tidak,item4,2,K,"HMO ""TRITON"" ITB",3.34,"Kaderisasi, sharing session, kemasyakaratan",2
12916031,Oseanografi,Product Management,"Saya bekerja sebagai seorang Product Manager (PM), dengan tugas-tugas sebagai berikut:
1. Menetapkan visi dan strategi produk: PM bertanggung jawab untuk menetapkan visi jangka panjang produk dan mengembangkan strategi yang akan membantu mencapai tujuan bisnis perusahaan.

2. Mengidentifikasi kebutuhan pasar: PM harus memahami kebutuhan dan keinginan pasar, serta mengidentifikasi peluang untuk menciptakan produk yang sesuai dengan permintaan tersebut.

3. Menetapkan prioritas fitur dan persyaratan: PM bekerja sama dengan tim teknis untuk menetapkan prioritas fitur dan persyaratan produk, berdasarkan analisis pasar, sumber daya, dan tujuan bisnis.

4. Mengelola proses pengembangan produk: PM mengoordinasikan antara berbagai tim, seperti desain, teknik, dan pemasaran, untuk memastikan pengembangan produk berjalan lancar dan efisien.

5. Mengelola roadmap produk: PM bertanggung jawab untuk membuat dan memperbarui roadmap produk, yang mencakup rencana pengembangan fitur dan peningkatan produk dalam jangka pendek dan panjang.

6. Membuat estimasi dan mengelola anggaran: PM harus memastikan bahwa proyek pengembangan produk tetap dalam anggaran dan waktu yang ditentukan.

7. Melakukan pengujian dan validasi: PM bekerja sama dengan tim teknis untuk menguji produk secara menyeluruh dan memastikan kualitas, fungsionalitas, dan keandalan produk sebelum diluncurkan.

8. Meluncurkan produk: PM bekerja sama dengan tim pemasaran dan penjualan untuk merencanakan dan melaksanakan peluncuran produk, termasuk promosi, pelatihan, dan dukungan pelanggan.

9. Mengumpulkan dan menganalisis umpan balik pengguna: PM harus memantau dan menganalisis umpan balik pengguna, baik melalui survei, wawancara, atau data analitik, untuk mengidentifikasi area yang memerlukan peningkatan dan menginformasikan keputusan pengembangan produk.

10. Menilai dan melaporkan kinerja produk: PM bertanggung jawab untuk menilai kinerja produk dalam pasar, mengukur metrik kunci, dan melaporkan hasil kepada pemangku kepentingan internal.",tidak,item4,4,H,GAMAIS,3.18,Program Ramadhan dan Qurban GAMAIS,2
12916032,Oseanografi,Bisnis Analis,Mentransformasikan kebutuhan bisnis menjadi konsep teknikal yang dibutuhkan untuk mendevelop suatu aplikasi.,tidak,item5,4,K,HMO â€œTRITONâ€ ITB,3.3,Pendidikan Dasar,2
12916033,Oseanografi,Project,Melakukan asesmen project,ya,,2,A,"HMO ""TRITON"" ITB",3.39,Kongrrs KM ITB,2
12916036,Oseanografi,Pendidikan,Mengajar siswa SMA mempersiapkan SNBT dibidang matematika,tidak,item3,2,P,"HMO ""Triton"" ITB",2.95,Rapat anggota dan lpj himpunan,2
12916037,Oseanografi,Data,Mengolah Data,tidak,item5,2,S,HMO,3.63,Kajian,2
12916038,Oseanografi,,"riset film dokumenter, social media manager.",,,4,,Maha Gotra Ganesha dan Pelita Muda,3.15,Kelas berama narasumber profesional luar kampus,4
12916039,Oseanografi,Product Management,"- membangun sistem digitasi dan bekerja sama dengan cross functional team (Full stack engineer, QA, UI/IX designer)
- membuat kerangka produk yang akan dibangun",tidak,,4,J,Himpunan Mahasiswa,2.92,Unit Kegiatan dan Himpunan,2
12916040,Oseanografi,Pembangunan Pelabuhan,"1. Menganalisa dan mereviu dokumen perencanaan seperti shop drawing dan as built drawing menggunakan AutoCAD, Geographic Information System atau GIS, dan Google Earth.
2. Melakukan pengawasan proyek yang sedang berjalan dan berkoordinasi dengan kontraktor juga konsultan supervisi.
3. Memonitor pelaksanaan Mutual Check 0 atau MC0 meliputi pengukuran, shop drawing, kerja kurang atau tambah sampai dengan pelaksanaan Contract Change Order atau CCO.
4. Mengecek laporan harian, mingguan, dan bulanan proyek.
5. Menganalisa dokumen teknis kontrak pelaksanaan proyek dan menyiapkan administrasi dokumen tender.
6. Menyiapkan rapat persiapan penunjukkan penyedia, pembahasan kontrak, kontrak, dan serah terima lokasi pekerjaan.
7. Menganalisa data HidroOseanografi untuk proyek dan membuat prediksi pasang surut untuk menyelesaikan proyek menggunakan MATLAB.
8. Membuat database untuk memonitor data HidroOseanografi di pelabuhan Batam yang dikelola BP Batam",ya,,4,F,"HMO ""TRITON"" ITB",3.53,Aliansi Kebencanaan KM ITB,4
13016001,Teknik Kimia,Cycle & Procurement,Negosiasi & Category strategy,tidak,item4,2,I,HIMATEK,3.25,Kepanitiaan,1
13016002,Teknik Kimia,-,Marketing,tidak,item5,2,K,KSEP,3.49,"merangkai seminar, kepanitiaan acara",2
13016003,Teknik Kimia,Engineer,Process engineer,ya,item1,2,C,GAMAIS ITB,3.71,Kepanitiaan dan pengembangan diri,4
13016004,Teknik Kimia,Laboratorium,"Pengembangan metode dan validasi metode analitik untuk berbagai instrumen analisis, khususnya instrumen kromatografi (GC dan LC), menjadi process and maintenance lead untuk routine lab.",ya,item2,4,C,HIMATEK,3.91,"Seminar, diskusi dengan alumni, program prosol, program tutorial",4
13016005,Teknik Kimia,,"Konsultasi IT
-Design system
-Pembuatan dokumen
-Problem Solving",,,4,J,U-Green,3.33,"Ketua Divisi, Panitia Acara",4
13016007,Teknik Kimia,Engineer ,,ya,item2,4,C,HIMATEK,3.28,Community Development ,4
13016010,Teknik Kimia,Management Consultant,,tidak,item3,2,M,HIMATEK,3.49,Kegiatan sosial masyarakat & seminar dengan alumni,4
13016011,Teknik Kimia,Process Engineering,,ya,item2,4,C,HIMATEK-ITB,3.12,Kunjungan ke kampus lain,4
13016013,Teknik Kimia,Product and Process Development,Mengembangkan produk dan proses,tidak,item4,2,I,UKT-ITB,3.28,Manajemen acara,4
13016015,Teknik Kimia,Process & Project Engineering,Project & process engineering,ya,item1,4,C,Himpunan,3.56,Lomba,4
13016016,Teknik Kimia,Production Engineer,Mengurus kegiatan produksi,ya,item2,4,C,MATA' Salman,3.72,Keagamaan,4
13016017,Teknik Kimia,Junior Process Engineer,"Melakukan engineering design/study, perencanaan, dan pembelian material terkait hingga pengawasan, pemasangan, dan pengoperasian dari sisi proses dalam modifikasi yang dilakukan.",ya,item1,4,C,ITB Student Orchestra,3.57,"Latihan untuk konser. Kegiatan ini melatih skill kerjasama, mempercayai orang lain, dan mengukur kemampuan pribadi.",4
13016018,Teknik Kimia,Process Engineer,,ya,item2,4,C,Himpunan Mahasiswa Teknik Kimia ITB,3.67,Pembuatan Prosol,4
13016019,Teknik Kimia,Supply Chain Management,"koordinator antara plant dan HQ terkait PSI (production, sales, & inventory) ",tidak,item5,2,C,Ketutoran Asrama ITB dan KPA (Angklung) ,3.34,"Mentoring, penampilan",4
13016020,Teknik Kimia,Problem solving,Project manager,tidak,item5,2,A,HIMATEK-ITB,3.13,Kajian,5
13016021,Teknik Kimia,Production Planning and Inventory Control,"Inventory Control
Production Optimization
New Feedstock Valuation
Production Monitoring & Reporting
Customs Compliance Monitoring & Reporting",ya,item4,4,C,Unit Kebudayan Tionghoa ITB,3.68,Kemampuan berorganisasi,4
13016022,Teknik Kimia,Engineering,Engineering design,ya,item1,4,M,UKM,3.41,"Kaderisasi, Badan Pengurus",2
13016023,Teknik Kimia,Sales,Memimpin distributor untuk mencapai target yang diberikan perusahaan. ,tidak,item5,5,I,"HIMATEK, UBG, INFINITY",3.77,Event Perlombaan,5
13016025,Teknik Kimia,Supporting,"Memastikan perencanaan produksi bisa berjalan lancar dengan mempertimbangkan waktu yang diperlukan untuk maintenance, training, trial, dll.",tidak,item5,4,I,Kokesma dan UKSU,3.54,"Dies Natalis, Badan Kepengurusan",4
13016026,Teknik Kimia,Project Control and Technical Support,Project control and technical support,tidak,,5,C,Himpunan Mahasiswa Teknik Kimia ITB,3.02,Kajian,4
13016027,Teknik Kimia,E-commerce,,tidak,item5,4,G,Unit Robotika,3.37,KRI,4
13016028,Teknik Kimia,Management consulting,"Business & management consulting, termasuk di dalamnya melakukan analisis, komunikasi dengan internal tim dan client, membuat decision, dan negosiasi",tidak,item5,4,M,"HIMATEK ITB, Radio Kampus ITB, AIChE ITB Student Chapter",3.77,Kegiatan-kegiatan terkait student development,4
13016029,Teknik Kimia,Managing project,Project management,ya,item3,5,C,Himatek ITB,3.65,Kepala departemen,5
13016031,Teknik Kimia,Quality Control,Quality Assurance,ya,item2,4,C,HIMATEK ITB,3.32,Community Development,4
13016032,Teknik Kimia,Eksperimen,Riset tentang sintesis ammonia,ya,item1,5,M,Himpunan Mahasiswa Teknik Kimia ITB,3.34,Pembuatan sabun dan hand sanitizer,4
13016033,Teknik Kimia,Palugada,Palugada,ya,item1,4,C,Kmk itb,3.64,Kmk,4
13016034,Teknik Kimia,Improvement project specialist - Supply Chain Management,"1. Melakukan analisis terhadap potensi pengembangan bisnis dan efisiensi cost
2. Propose idea untuk improvement sistem
3. Berkoordinasi dengan berbagai pihak (internal lintas departemen dan eksternal)
",tidak,item4,4,A,"Widyakelana ITB, HIMATEK-ITB",3.3,Kegiatan kepanitiaan,4
13016035,Teknik Kimia,Mrthod developer,Membuat metode untuk analisis suatu komponen dalam sampel,tidak,item3,4,C,Himatek,3.59,Himatek,4
13016036,Teknik Kimia,Business Development and Partnership,Membantu client supaya aktif dalam program-program perusahaan,tidak,,2,S,"HIMATEK, Unit Softball",3.3,Latihan di organisasi olahraga dan diskusi saat rapat,4
13016037,Teknik Kimia,Technical Service and Quality,,ya,item3,4,C,Unit Kebudayaan Tionghoa,3.92,"Menjadi kepala departemen media, komunikasi, dan informasi",4
13016039,Teknik Kimia,Produksi,Membuat barang,ya,item3,4,C,TEC ITB,3.25,Ketemu pebisnis ,2
13016040,Teknik Kimia,Process Engineering,Analisis dan perbaikan proses produksi polipropilena,ya,item1,5,C,HIMATEK ITB,3.42,Editorial majalah; penyusunan study guide,5
13016041,Teknik Kimia,Operations Management,Menjalankan improvement pada sistem manajemen operasional di site,ya,,4,C,AiChE ITB SC,3.27,"Workshop, Seminar, Sertifikasi Profesional ",4
13016042,Teknik Kimia,konstruksi,,tidak,item4,5,F,HIMATEK,3.42,"sekretaris PPAB, ketua divisi Badan Usaha Kepengurusan HIMATEK",5
13016044,Teknik Kimia,Feasibility study,Business analyst/development,tidak,item3,4,D,Pelita Muda,3.59,"design thinking, expedisi, komunikasi eksternal",4
13016045,Teknik Kimia,Supply chain management especialy in distribution and sales department,"Mengawasi, melaksanakan, membuat dan memperbaiki sistem scm yang ada di perusahaan",tidak,,2,H,HIMATEK ITB,3.6,"Wirausaha, jualan, community service, dan manajemen anggota",2
13016046,Teknik Kimia,RnD,Mengembangkan produk pewarna plastik,tidak,item4,5,C,Himpunan,3.32,Panitia IChEC,5
13016047,Teknik Kimia,Marketing,"Relationship manager - managing client, cross selling & credit process",tidak,item5,5,K,Himatek,3.81,Kunjungan eksternal ke kampus lain,2
13016048,Teknik Kimia,Sales and Marketing,,ya,,4,C,Kabinet KM-ITB,3.54,"Kepanitiaan, community development",4
13016049,Teknik Kimia,Quality control,,tidak,item4,4,C,Himpunan,2.99,Scheduling,4
13016050,Teknik Kimia,Search & Selection,Melakukan seleksi perusahaan sebelum menjadi bagian dari portfolio company,tidak,item5,2,U,American Institute of Chemical Engineers,3.38,Membuat event,2
13016051,Teknik Kimia,Project Engineering & Management,"Project management, including budget, manpower, and timing, engineering design",ya,item1,5,B,Himpunan Mahasiswa Teknik Kimia ITB,3.6,Event Organizer,2
13016053,Teknik Kimia,Process Engineer,"Troubleshooting & debottlenecking peralatan proses
Improvement project (Kaizen, Lean Initiative)
Analisis kinerja peralatan proses dan day-to-day monitoring
Develop SOP, WI, dan standard pengecekan bahan baku, barang setengah jadi, dan produk akhir",ya,item3,5,C,Ikatan Kebudayaan Tionghoa (IKT),3.86,"Menjadi bendahara, menyusun kegiatan, menyusun cashflow & laporan keuangan",5
13016054,Teknik Kimia,Engineering ,Monitoring dan improve performa proses produksi,ya,item1,4,C,Himatek,3.84,Memimpin dvisi,4
13016056,Teknik Kimia,Kerja laboratorium,"Saat ini saya bekerja sebagai staff rnd. Saya banyak bekerja di laboratorium, terutama mencampur berbagai bahan kimia di lab untuk menemukan formula yang tepat untuk kebutuhan produksi perusahaan saya. Kebutuhannya bisa berbagai macam bentuk, bisa permintaan untuk perbaikan komplain customer atas suatu produk. Bisa juga sebagai permintaan dari marketing untuk kebutuhan produk baru. Ada juga berupa perbaikan chemiical yang digunakan oleh produksi.",ya,,4,C,Genshiken ITB,3.05,Menjadi panitia acara besar organisasi,2
13016058,Teknik Kimia,Digital Project Manager,,tidak,item4,4,K,UBG,3.53,Ganesha Basketball Competition,4
13016059,Teknik Kimia,Quality control and Quality assurance,"Industrial trainee di bidang quality (quality assurance dan quality control): belajar mengontrol jalannya plant dari segi kualitas produk, menjadi asisten dalam menjalankan sertifikasi halal, ISO 9001:2015, ISCC, FSSC 22000, koscher, dan RSPO",ya,,2,C,Himatek,3.35,Pengabdian masyarakat (menjadi EO),2
13016060,Teknik Kimia,Engineering,Merancang pabrik,ya,,4,F,PSM-ITB,3.37,"Interpersonal Skill, Profesionalisme",4
13016061,Teknik Kimia,Result measurement,Analyst business intervention,tidak,item3,4,S,Himatek,3.66,Himatek berkarir,4
13016062,Teknik Kimia,Manufaktur,,ya,item4,4,C,Unit Kebudayaan Tionghoa,3.96,Kelas bahasa,4
13016063,Teknik Kimia,"Proyek Management, Management (Human and Resources)",Melaksanakan proyek2 yang dijalankan pada BUMN Tambang (MIND ID) dan anggota nya,tidak,item3,5,B,Organisasi Keagamaan (PMK),3.19,"Desain Grafis, Komunikasi, Surat menyurat",2
13016064,Teknik Kimia,Operation,Meningkatkan performance pickup 3PL (operations),tidak,item4,2,H,Unit tenis,3.45,Latihan tenis,2
13016066,Teknik Kimia,"Melakukan riset, mengonsep dan membuat produk, me-manage launching timing","Mengonsep dan mengembangkan produk berdasarkan kebutuhan pasar, melakukan riset pasar, mengatur proyek agar dapat berjalan sesuai timeline, bekerja sama dengan tim packaging untuk mengembangkan packaging produk.",ya,item3,4,C,Himpunan Mahasiswa Teknik Kimia,3.7,Himpunan Mahasiswa Teknik Kimia,4
13016068,Teknik Kimia,Research and Development,Pengembangan dan Perbaikan Produk,ya,item3,5,C,HIMATEK,3.51,Dana Usaha,5
13016070,Teknik Kimia,Commercial,"Negotiation, Forecasting, Business P&L",tidak,item5,2,G,HIMATEK-ITB,3.68,Pengabdian Masyarakat berbasiskan Ilmu Pengetahuan,1
13016071,Teknik Kimia,Operasional,kontrol produksi,ya,item3,2,C,Himpunan Mahasiswa Teknik Kimia ITB,3.25,Memimpin Organisasi,2
13016072,Teknik Kimia,Logistik,"Menyusun business process, memfasilitasi dan mengatur improvement yang berjalan di perusahaan, membuat/mengimprove SOP/WI/IM",tidak,item4,4,H,HIMATEK,3.47,Pengabdian Masyarakat,4
13016073,Teknik Kimia,Investment Analyst,,tidak,item4,2,K,"Himpunan Program Studi, Kabinet KM ITB",3.46,Kajian dan Kaderisasi,4
13016074,Teknik Kimia,Finance,monitoring dan analisa budget dan KPI,tidak,item4,4,I,HIMATEK ITB,3.75,Kepanitiaan permombaan,5
13016075,Teknik Kimia,Operations Analyst,Operations Analyst hulu migas.,ya,item2,4,B,HIMATEK ITB,3.24,"Ospek jurusan, rapat",4
13016076,Teknik Kimia,Analytics,"Analisis data, Desain sistem otomasi penarikan data",tidak,item4,5,A,-,3.33,-,4
13016077,Teknik Kimia,engineering,"Process engineer, mendesain dan menghitung rancangan proses serta alat dalam pembuatan pabrik",ya,item1,4,F,Himatek,3.4,Skhole,4
13016078,Teknik Kimia,PPIC,"Mengatur supply dan demand, memastikan semua kebutuhan planning dan eksekusi produksi tersedia",tidak,item4,4,C,ISO,3.58,-,4
13016080,Teknik Kimia,Research and development ,"Riset dan trial untuk pengembangan produk baru, menyelesaikan masalah di produksi ",tidak,item4,2,S,HIMATEK,3.36,"Kepanitiaan acara (wisuda, anggota baru, seminar)",4
